timestamp,action,file_id,operator,details
2026-03-08T22:24:44Z,PII_DETECT,mail-0038,system,emails=1; phones=0
2026-03-08T22:24:44Z,PRIVILEGE_HEURISTIC,mail-0038,system,terms=1
2026-03-08T22:24:44Z,REVIEW_ADD,mail-0038,system,duplicate_of=self
2026-03-08T22:24:44Z,INGEST,mail-0034,system,source=00-setup/sample-data/mail-0034.json; size=498
2026-03-08T22:24:44Z,PII_DETECT,mail-0034,system,emails=1; phones=0
2026-03-08T22:24:44Z,PRIVILEGE_HEURISTIC,mail-0034,system,terms=4
2026-03-08T22:24:44Z,REVIEW_ADD,mail-0034,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0037,system,source=00-setup/sample-data/mail-0037.json; size=485
2026-03-08T22:33:25Z,PII_DETECT,mail-0037,system,emails=1; phones=2
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0037,system,terms=4
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0037,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0040,system,source=00-setup/sample-data/mail-0040.json; size=510
2026-03-08T22:33:25Z,PII_DETECT,mail-0040,system,emails=1; phones=0
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0040,system,terms=3
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0040,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0036,system,source=00-setup/sample-data/mail-0036.json; size=510
2026-03-08T22:33:25Z,PII_DETECT,mail-0036,system,emails=1; phones=2
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0036,system,terms=1
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0036,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0022,system,source=00-setup/sample-data/mail-0022.eml; size=403
2026-03-08T22:33:25Z,PII_DETECT,mail-0022,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0022,system,terms=3
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0022,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0023,system,source=00-setup/sample-data/mail-0023.eml; size=381
2026-03-08T22:33:25Z,PII_DETECT,mail-0023,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0023,system,terms=2
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0023,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,sample2,system,source=00-setup/sample-data/sample2.eml; size=298
2026-03-08T22:33:25Z,PII_DETECT,sample2,system,emails=0; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,sample2,system,terms=1
2026-03-08T22:33:25Z,REVIEW_ADD,sample2,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0031,system,source=00-setup/sample-data/mail-0031.json; size=416
2026-03-08T22:33:25Z,PII_DETECT,mail-0031,system,emails=1; phones=1
2026-03-08T22:33:25Z,PRIVILEGE_HEURISTIC,mail-0031,system,terms=0
2026-03-08T22:33:25Z,REVIEW_ADD,mail-0031,system,duplicate_of=self
2026-03-08T22:33:25Z,INGEST,mail-0021,system,source=00-setup/sample-data/mail-0021.eml; size=500
2026-03-08T22:33:25Z,PII_DETECT,mail-0021,system,emails=1; phones=1
